COUNTRY,SCH_ID,T_ID,IDCNTRY,IDSCHOOL,IDTEACH,TQA01A,TQA01B,TQA01C,TQA02,TQA03A,TQA03B,TQA03C,TQA03D,TQA03E,TQA04A,TQA04B,TQA04C,TQA04D,TQA04E,TQA04F,TQA04G,TQA04H,TQA04I,TQA04J,TQA04K,TQA05A,TQA05B,TQA05C,TQA05D,TQA06A,TQA06B,TQA06C,TQA06D,TQA06E,TQA07A,TQA07B,TQA07C,TQA07D,TQA07E,TQA07F,TQA07G,TQA07H,TQA07I,TQA07J,TQA08A,TQA08B,TQA08C,TQA08D,TQA08E,TQA08F,TQA08G,TQA08H,TQA08I,TQA08J,TQA08K,TQA09A,TQA09B,TQA09C,TQA09D,TQA09E,TQA10A,TQA10B,TQA10C,TQA10D,TQA10E,TQA10F,TQA10G,TQA10H,TQA11A,TQA11B,TQA11C,TQA11D,TQA11E,TQA11F,TQA11G,TQA11H,TQA11I,TQA11J,TQA11K,TQA11L,TQA12A,TQA12B,TQA12C,TQA12D,TQA12E,TQA12F,TQA12G,TQA12H,TQA12I,TQA12J,TQA12K,TQA12L,TQA13A,TQA13B,TQA13C,TQA13D,TQA13E,TQA13F,TQA13G,TQA13H,TQA13I,TQA13J,TQA14A,TQA14B,TQA14C,TQA14D,TQA14E,TQA14F,TQA14G,TQA15A,TQA15B,TQA15C,TQA15D,TQA15E,TQA15F,TQA15G,TQA15H,TQA15I,TQA16A,TQA16B,TQA16C,TQA16D,TQA16E,TQA16F,TQA17A,TQA17B,TQA17C,TQA17D,TQA18A,TQA18B,TQA18C,TQA18D,TQA19A,TQA19B,TQA19C,TQA19D,TQA19E,TQA19F,TQA20,TQA21A,TQA21B,TQA22A,TQA22B,TQA22C,TQA22D,TQA22E,TQA22F,TQA22G,TQA22H,TQA22I,TQA22J,TA_SELFEFF,TA_NMISS,TA_LOADTEACH,TA_LOADPREP,TA_LOADOTHER,TA_LESSDUR,TA_OTL,TA_CLARITY,TA_COGACT,TA_DISCOURSE,TA_MEANING,TA_ADAPT,TA_CLASSMAN,TA_CM_DISRUPT,TA_CM_TEACHMAN,TA_TESUP,TA_SUPCOM,TA_SUPAUT,TA_REL_STUDTEACH,TA_TEACHER_ENTHUSIASM,TA_ENTHUSTEACH,TA_ENTHUSMATH,TA_SELFEFF_CLASSMAN,TA_SELFEFF_INST,TA_SELFEFF_ENG,TA_ENJOY,TA_ANGER,TA_ANXIETY,TA_IMPMOT,TA_IMPVAL,TA_IMPAPP,TA_IMPTR,TA_IMPKS,TA_LIMITATIONS,TA_RESPONSIBILITY,TA_RESPMOT,TA_RESPACHIEV,TA_RESPTEACH,TA_GENSELFEFF,TA_GENSELFEFF_CLASSMAN,TA_GENSELFEFF_INST,TA_GENSELFEFF_ENG,TA_CONBELIEFS,TA_COLLAB,TA_AUTONOMY,TA_FREQUVID,TA_FREQOBS_YEAR,TA_FREQVID_YEAR,TA_JOB_SATISFACTION,TA_SATSCHOOL,TA_SATPROF,TA_EXPL_PROC,TQB01,TQB02,TQB03,TQB04,TQB05A,TQB05B,TQB05C,TQB06A,TQB07A,TQB07B,TQB08A,TQB08B,TQB08C,TQB08D,TQB08E,TQB08F,TQB08G,TQB08H,TQB08I,TQB08J,TQB08K,TQB09A,TQB09B,TQB09C,TQB09D,TQB10A,TQB10B,TQB10C,TQB10D,TQB10E,TQB11A,TQB11B,TQB11C,TQB11D,TQB11E,TQB11F,TQB11G,TQB11H,TQB11I,TQB11J,TQB12A,TQB12B,TQB12C,TQB12D,TQB12E,TQB12F,TQB12G,TQB12H,TQB12I,TQB12J,TQB12K,TQB13A,TQB13B,TQB13C,TQB13D,TQB13E,TQB14A,TQB14B,TQB14C,TQB14D,TQB15,TQB16A,TQB16B,TQB16C,TQB16D,TQB17A,TQB17B,TQB17C,TQB17D,TQB17E,TQB17F,TQB17G,TQB17H,TQB17I,TQB17J,TQB17K,TQB17L,TQB18A,TQB18B,TQB18C,TQB18D,TQB18E,TQB18F,TQB18G,TQB18H,TQB18I,TQB18J,TQB18K,TQB18L,TQB19A,TQB19B,TQB19C,TQB19D,TQB19E,TQB19F,TQB19G,TQB19H,TQB19I,TQB19J,TQB19K,TQB19L,TQB19M,TQB20A,TQB20B,TQB21A,TQB21B,TQB21C,TQB21D,TQB21E,TQB22_1,TQB22_2,TQB22_3,TQB22_4,TQB23A,TQB23B,TQB23C,TQB23D,TQB22_1_SCORE,TQB22_2_SCORE,TQB22_3_SCORE,TQB22_4_SCORE,TB_NMISS,TB_FEMALE,TB_QUALIFICATION,TB_QUAL_TECHSCHL,TB_QUAL_UNDERGRAD,TB_QUAL_MASTERS,TB_QUAL_DOCTORATE,TB_TEACHQUAL,TB_OTT1,TB_OTT2,TB_TEACHQUAL_1,TB_TEACHQUAL_2,TB_TEACHQUAL_3,TB_TEACHQUAL_4,TB_TEACHQUAL_5,TB_EDUMATH,TB_EDUTEACH,TB_EDUPRACT,TB_WORKEXP,TB_PLANTIME_V1,TB_PLANTIME_V2,TB_CLARITY,TB_COGACT,TB_DISCOURSE,TB_EXPL_PROC,TB_MEANING,TB_ADAPT,TB_CLASSMAN,TB_CM_TEACHMAN,TB_TESUP,TB_SUPCOM,TB_SUPAUT,TB_REL_STUDTEACH,TB_CM_DISRUPT,TB_ASSESS_OWN,TB_ASSESS_CHECK,TB_ASSESS_SELFEV,TB_ASSESS_OBS,TB_HOMEWORK,TB_ENTHUSTEACH,TB_SELFEFF,TB_SELFEFF_ENG,TB_SELFEFF_INST,TB_SELFEFF_CLASSMAN,TB_ENJOY,TB_ANGER,TB_ANXIETY,TB_REACTIVITY,TB_TYPVID1,TB_TYPVID2,TB_GOALACHIEV,TB_KNOWLEDGE,TB_DESIRABILITY,VDOMAIN_CLASSMAN,VDOMAIN_SOCIALEMO,VDOMAIN_INSTRUCT,VDOMAIN_AR,VDOMAIN_CE,VDOMAIN_CM,VDOMAIN_DC,VDOMAIN_QS,VDOMAIN_SE,VDOMAIN_TOT,VCOMP_AR1ES,VCOMP_AR2TF,VCOMP_AR3AI,VCOMP_CE1DS,VCOMP_CE2MA,VCOMP_CE3US,VCOMP_CM1RT,VCOMP_CM2MN,VCOMP_CM3DS,VCOMP_DC1ND,VCOMP_DC2QT,VCOMP_DC3EP,VCOMP_QS1EC,VCOMP_QS2PG,VCOMP_QS3CT,VCOMP_SE1RP,VCOMP_SE2EW,VCOMP_SE3RT,VCOMP_TOTC,VIND_CM1TTLES,VIND_SE2RPLES,VIND_QS1ELLES,VIND_QS2ACLES,VIND_QS3RWLES,VIND_QS4CMLES,VIND_QS11OPLES,VIND_CE1MTLES,VIND_SE1PSLESNO1,VIND_CE3TULESNO1,VIND_CM2AWPCT,VIND_CM3ASPCT,VIND_CM4APPCT,VIND_CM5AIPCT,VIND_SE1PSPCT,VIND_QS6RGPCT,VIND_QS7RTPCT,VIND_QS8RDPCT,VIND_QS9REPCT,VIND_QS10ROPCT,VIND_CE3TUPCT,VIND_CEXCT1PCT,VIND_CEXCT2PCT,VIND_CEXCT3PCT,VIND_CEXCT4PCT,VIND_CEXCT5PCT,VIND_CEXCT6PCT,VIND_CEXCT7PCT,VIND_CEXCT8PCT,VIND_CEXCT9PCT,VIND_CEXST3PCT,VIND_CEXST4PCT,VIND_CEXST5PCT,VIND_CEXST7PCT,VIND_CEXST8PCT,VIND_CEXST9PCT,VIND_DC1DOMAX,VIND_QS3RWMAX,VIND_QS4CMMAX,VIND_QS5MSMAX,VIND_CE1MTMAX,VIND_CE2RUMAX,VIND_CE10SUMAX,VIND_QS2ACMIN,ACOMP_CONN,ACOMP_EXPPATRN,ACOMP_REAL,ACOMP_ASKING,ACOMP_MUL,ACOMP_EXPLEARN,ACOMP_ADD,ACOMP_OPP,ACOMP_TECH,ACOMP_ENCRG,ACOMP_ACCURACY,OTL_TL_FUNCTIONS,OTL_TL_ALGEBRA,OTL_TL_REASONING,OTL_TL_APPLIED,OTL_SQB,OTL_SQB_FUNCTIONS,OTL_SQB_ALGEBRA,OTL_SQB_REASONING,OTL_SQB_APPLIED,TL03_SUM,TL04_SUM,TL05_SUM,TL06A_SUM,TL06B_SUM,TL06C_SUM,TL06D_SUM,TL07_SUM,TL08_SUM,TL09_SUM,OTL_AR,OTL_AR_FUNCTIONS,OTL_AR_ALGEBRA,OTL_AR_REASONING,OTL_AR_APPLIED,CLASS_SIZE_QUES,CLASS_SIZE_TEST,CLASS_SIZE_VIDEO,CLASS_SIZE_FULL,CLASS_SIZE_ALL,MIDDROP,DATE_TQA,DATE_TQB
Chile,00152-0001,00152-0001-0001,152,1,1,9999,9999,9999,50,2,1,2,2,2,3,4,3,3,3,2,3,4,4,3,3,4,3,4,4,4,3,9999,2,4,2,3,2,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,4,3,4,3,4,3,4,4,1,1,2,1,1,2,1,4,3,3,3,1,2,1,2,1,1,1,2,2,2,3,1,2,3,4,1,2,5,5,5,2,4,5,4,5,5,2,3,3,4,3,3,3,4,3,4,1,5,3,4,3,4,3,3,4,9999,1,4,9998,3,4,1,1,4,1,3,2,3,3,3.3333333,6,,,,50,1,3.25,3,3.3333333,3.75,3.25,3,2.6666667,3,3.6666667,4,3.5,4,4,4,4,3.75,3.5,2.75,3.5,1.75,1.25,2,4,0,2,2,2.2857144,4.4444447,3.6666667,5,4.6666665,3,3.5,3,2.5,3.5,3.25,3.4000001,1,4,,3.4000001,3.5,3.3333333,3.6666667,1,28,4,1,1,1,1,3,60,60,3,4,4,3,2,2,3,3,4,2,3,3,4,4,3,4,3,3,3,4,2,2,2,4,4,4,3,3,3,3,4,3,3,3,3,4,4,3,3,3,4,4,4,4,4,4,1,1,1,1,1,4,3,4,3,2,2,4,4,2,4,2,3,4,3,4,3,3,2,1,2,1,1,1,1,3,3,9999,4,3,3,3,3,3,2,3,4,4,5,3,3,3,4,4,2,2,2,3,3,3,2,4,9999,1,2,2,1,1,0,0,0,2,1,3,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,3,60,60,3.5,2.5,3,3.6666667,3.5,3.4000001,3.2,3,3.3333333,3.5,3.25,4,3,1,1,1,1,1,3.5,3.0833333,2,3.5,3.75,3.25,1.3333334,1.25,3.2307692,4,4,12,1,.5,3.2013888,2.4166667,1.7159091,2.0902777,1.1875,3.2013888,2.0694444,1.4166666,2.4166667,2.0820313,2.5833333,1.7291666,1.9583334,1.1458334,1,1.4166666,3.125,2.875,3.6041667,2.0416667,2.0208333,2.1458333,1.4791666,1.3541666,2.8541667,2.7916667,2.0416667,2.625,2.1550925,3.6741071,1.5223215,3,2.9375,1,1,1.3214285,1,2.2,2,.84375,.5,0,.32142857,.36607143,.8973214,0,0,.84375,0,.42857143,0,.42857143,0,0,0,0,0,0,.5714286,0,0,0,0,0,1,1,1,1,1,1,1.5,1,2.75,2.5,1,1.5,1,1.25,3,1,1.5,1,1,2,,,,,9.75,1.95,4.6,1.75,1.45,,,,,,,,,,,.25,.75,.0625,0,.5,28,28,28,31,28,0,16/08/18,25/10/18
Chile,00152-0002,00152-0002-0002,152,2,2,150,180,180,75,1,1,2,2,2,3,4,4,3,3,4,2,3,3,3,2,4,3,4,4,4,4,4,3,4,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,2,3,2,4,3,2,3,3,3,1,1,2,1,1,1,2,3,3,2,4,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,4,4,5,3,3,6,6,6,3,2,2,2,3,3,4,2,3,3,3,1,4,4,3,4,4,4,4,4,4,2,2,2,3,4,2,1,3,2,3,2,4,4,2.9166667,0,150,180,180,75,2,3.5,3,2.6666667,3.75,3.8,3,3.3333333,3,3,3,3,3,3.5,3,4,3.5,2.75,2.5,3.25,1.25,1.5,1,1,2,4,2,1.4285715,4.4444447,3,4.3333335,6,2.6666667,3,3,2,2.75,3,4,2,2,2,3.3,3.25,3.3333333,3.6666667,1,30,4,1,1,1,1,9,120,120,4,4,4,3,2,3,2,3,3,3,2,3,2,3,3,4,4,4,3,3,1,1,1,4,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,1,1,2,1,3,4,4,4,4,2,3,2,3,2,3,2,3,3,3,3,3,3,1,1,2,1,1,1,1,3,3,2,3,3,3,3,3,3,3,3,1,3,4,3,2,3,4,4,3,2,2,3,3,4,9998,4,4,1,1,2,2,0,0,0,0,1,1,3,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,9,120,120,3.75,2.5,2.6666667,2.6666667,2.75,3.5999999,3.4000001,4,3.3333333,3,3.25,3,4,1,1,0,1,3,4,2.6666667,2.25,2.75,3,3,1.25,1.25,2.8461537,4,4,13,0,1,3.8916667,2.7249999,2.0818181,2.5208333,1.725,3.8916667,2.6166666,1.15625,2.7249999,2.5015626,2.5125,2.1500001,2.9000001,1.3125,1.55,2.3125,3.7249999,3.95,4,3.4375,2.5625,1.85,1.25,1.0625,3.6500001,3.25,2.2,3.625,2.6277778,3.8194444,1.2472222,2.75,2.95,1,1,1.4166666,1,2.625,2,.56944442,.41666666,.5,0,.26944444,0,.22499999,.11111111,1,0,.30555555,0,.30555555,0,0,0,0,0,0,.69444442,0,.27777779,0,0,0,.72222221,1,1,1,1.5,1,3,1,2.75,2.875,1,2,1.125,2.125,2.5,1,2.75,1,1,2,.25,2.6,1.5,2,9.4,1.8,4.48,1.84,1.28,3,2,2.5,1,4.5,2.5,.5,1.5,0,2,.388888888888889,0,.53125,.4375,.5,26,26,26,29,26,0,16/05/18,13/08/18
Chile,00152-0005,00152-0005-0001,152,5,1,225,140,180,80,1,2,2,2,2,4,4,4,3,1,2,2,1,2,2,2,3,3,3,2,4,3,3,4,4,2,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,4,4,3,2,3,3,4,3,3,4,3,4,4,3,4,3,3,2,2,2,2,4,3,3,2,4,4,3,3,3,3,1,2,3,1,2,3,3,3,3,3,3,1,2,2,2,1,1,1,2,1,1,2,1,3,2,2,1,2,4,5,5,4,4,6,6,6,4,2,3,3,3,4,3,3,3,4,4,1,5,4,4,4,4,4,4,4,2,3,3,1,3,4,2,1,3,1,3,2,3,3,2.9166667,0,225,140,180,80,1,3.75,1.5,2,2.75,3.5999999,2.5999999,2.3333333,3,3,3.75,3,3.4000001,3.25,3.5,3,3.75,2.75,2.25,3,2.25,2.25,1,4,2,3,0,1.8571428,4.8888888,4,4.6666665,6,3,3.5,3,2.5,3.5,3.5,3.6666667,3,3,1,3.2,3,3.3333333,3,2,54,3,1,1,1,1,28,120,120,4,4,4,3,2,2,1,1,2,1,1,3,2,3,2,3,3,3,4,3,2,1,2,3,3,3,3,2,4,3,4,3,3,3,2,3,4,4,3,2,3,3,3,4,3,3,1,1,1,1,2,3,3,3,3,3,2,3,4,2,4,2,3,3,3,3,3,3,2,1,3,2,2,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,5,5,4,4,4,2,2,2,2,2,3,4,4,1,1,2,2,1,1,0,0,1,0,0,3,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,28,120,120,3.75,1.5,1.3333334,2.6666667,2.5,3.2,3.2,3.3333333,3.3333333,3,3,3.2,3.3333333,1,1,1,1,2,3,2.9166667,2.25,3,3.5,3.25,2,2.5,3.5384614,4,4,10,2,.5,3.4944444,2.9208333,1.7931818,2.2277777,1.2277777,3.4944444,2.3527777,1.15,2.9208333,2.253125,2.4000001,1.675,2.6083333,1.1,1,1.5833334,3.6416667,3.2583334,3.5833333,2.375,2.4000001,2.2833333,1.2,1.1,3.4083333,3.1666667,2.675,3.0666666,2.3625,3.8214285,1.6142857,3,3,1,1.075,1.65,1,2.0625,2,.94999999,0,0,.53928572,.23571429,0,0,.125,1,0,.65357143,0,.65357143,0,0,0,0,0,0,.34642857,0,0,0,0,0,1,1,1,1.75,1.25,1,2.5,1,3,1.5,1,1,1,1.25,2.5,1,3,1,1,1.625,4.25,2.4,2,2,9.5,1.77272727272727,4.68181818181818,1.81818181818182,1.22727272727273,2,2,5.5,3,3,2,3.5,2,5,2,.138888888888889,0,.28125,.0625,0,27,27,27,32,27,0,09/05/18,17/08/18
Chile,00152-0007,00152-0007-0002,152,7,2,630,180,100,90,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,1,1,1,1,4,4,3,4,1,1,9999,9999,9999,9999,9999,9999,9999,9999,1,3,3,3,4,1,1,6,6,6,6,6,6,6,6,6,3,4,4,4,4,4,4,4,4,4,3,6,6,6,4,4,4,4,4,4,2,4,3,4,1,1,1,4,1,4,2,4,4,4,8,630,180,100,90,5,4,4,4,4,4,3.8,4,4,4,4,4,4,4,4,4,4,4,4,4,1.75,1.25,2,,,,,2.2857144,6,6,6,6,3.8333333,4,4,3.5,4,5.25,4,2,4,3,3.5,4,3.1666667,4,1,64,5,1,1,1,1,40,60,60,3,3,3,3,3,3,2,2,2,2,2,3,3,3,2,3,3,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,2,2,1,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,2,2,3,3,3,3,2,3,3,2,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,1,1,2,2,1,1,0,0,0,1,4,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,40,60,60,3,2.5,2,3,2.75,3,3,3,3,3,2.75,3,3,1,0,0,1,2,3,2.6666667,2.75,2.25,3,3,2.25,2.75,3.6153846,3,3,15,2,1,3.6111112,2.9166667,1.7515152,2.3833334,1.2944444,3.6111112,1.9166666,1.2416667,2.9166667,2.2458334,2.4666667,1.7166667,2.9666667,1.05,1.35,1.4833333,3.75,3.0833333,4,1.9166666,2.1500001,1.6833333,1.3833333,1.1,3.0333333,3.5833333,2.25,3.0833333,2.3361111,3.9583333,2.075,2.95,2.9000001,1.05,1.075,1.9166666,1,2.58333333333333,2,1,0,0,.44999999,.22499999,.47499999,.375,0,1,0,.1,0,.1,0,0,0,0,0,0,.89999998,0,0,0,0,0,1,1,1.25,1.5,2,1,2.5,1,2.5,1.5,1.1666666,1,1.5,1.6666666,2.5,1,2.6666667,1,1,1.8333334,,,,,9.130434782608701,1.78260869565217,4.95652173913043,1.82608695652174,.565217391304348,,,,,,,,,,,.222222222222222,.166666666666666,.25,.333333333333333,0,35,35,35,39,35,0,02/05/18,04/07/18
Chile,00152-0010,00152-0010-0001,152,10,1,180,120,0,90,1,1,1,2,1,2,4,3,3,2,3,1,4,4,2,2,3,3,3,3,4,3,4,1,4,4,4,4,4,3,2,2,4,3,3,3,3,4,4,4,4,4,1,4,3,4,4,4,3,4,2,2,3,3,1,4,3,3,2,2,3,3,3,2,4,3,2,3,2,3,3,3,3,2,4,1,1,1,1,3,2,3,3,1,1,1,2,1,1,9999,1,1,1,4,1,3,3,4,2,1,2,3,2,1,2,5,4,4,4,3,2,3,2,3,3,4,3,3,3,2,3,9998,6,4,4,4,4,3,4,2,4,1,2,1,4,2,3,4,3,1,4,3,2.75,2,180,120,0,90,4,3,2.5,2.6666667,3,3.2,2.0999999,1,2.5,3.3333333,4,3,3.4000001,2.625,2.25,3,3,2.75,2.5,2.75,2.25,1.75,3,3,2,1,0,2.5714285,3,2.3333333,2.3333333,4.3333335,2.6666667,2.5,3,2.5,3.25,3.6666667,3.8333333,2,4,1,2.2,2.75,1.8333334,3,1,30,4,1,1,2,1,8,60,60,4,4,4,4,4,3,3,4,4,3,2,4,4,4,4,4,3,3,1,4,4,3,3,4,4,3,3,1,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,4,4,4,3,3,2,3,3,2,4,3,4,3,2,3,3,4,1,2,3,1,1,1,2,4,2,3,4,3,3,3,3,4,3,3,4,3,3,3,4,2,3,2,3,3,2,3,3,3,4,4,3,1,1,2,2,1,0,0,0,0,1,3,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,8,60,60,4,3.5,3,4,4,3,2.8,1.6666666,3.6666667,4,4,4,1.6666666,1,1,1,1,2,3.75,2.9166667,2.5,2.75,3.5,3.5,1.75,1.75,3.1538463,3,2,14,1,1,3.8125,3.34375,1.6818181,2.375,1.1458334,3.8125,1.7916666,1.28125,3.34375,2.2890625,2.375,1.6875,3.0625,1.0625,1,1.375,3.6875,3.8125,3.9375,1.875,1.8125,1.6875,1.3125,1.25,3.3125,3.4375,3.25,3.125,2.3923612,3.8263888,1.8229166,3,3,1,1.0277778,2.1770833,1,2.11904761904762,2,.97222221,0,.16666667,.4861111,.4236111,0,0,0,1,0,.91666669,0,.91666669,0,0,0,0,0,0,.083333336,0,0,0,0,0,1,1,1,1.25,2.25,1,2.75,1,3,1,1,1,1.25,1.25,3,1,3,1,1,2,2.75,4.3,7.5,0,8.52173913043478,1.30434782608696,4.56521739130435,1.8695652173913,.7826086956521739,6.5,4,7.5,0,6.5,4.5,5.5,7.5,0,0,.361111111111111,0,.4375,.75,0,31,31,31,36,31,0,04/05/18,05/06/18
Chile,00152-0011,00152-0011-0001,152,11,1,90,90,45,90,2,1,2,2,2,4,3,3,3,2,3,3,3,3,4,3,3,4,4,2,4,4,3,2,3,2,3,2,3,3,3,3,2,2,3,4,3,3,3,3,4,3,2,2,3,3,3,3,3,4,4,3,4,3,3,4,4,4,4,3,3,3,3,3,4,3,3,2,3,4,2,3,2,2,3,2,2,1,2,4,3,3,4,1,2,2,2,2,1,2,1,1,1,2,1,3,3,2,1,1,4,4,6,5,4,6,6,5,4,3,2,3,3,2,4,3,4,3,3,2,5,5,3,1,3,4,4,3,4,2,3,2,3,4,1,1,4,2,4,3,3,3,3,0,90,90,45,90,1,3.25,2.75,3.3333333,3.25,3.2,2.8,2.6666667,2.75,3.3333333,3.25,2.5,3.4000001,3.625,3.25,4,3,3,3,3.5,2,2.25,1,2,4,2,1,1.8571428,4.8888888,4.3333335,4.6666665,5.6666665,2.8333333,2.5,3.5,2.5,3.25,3.75,3.1666667,2,3,2,3.5,3.75,3.3333333,3.6666667,1,33,4,1,1,1,1,9,30,60,3,4,3,3,2,3,2,2,3,2,2,3,3,3,2,3,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,3,3,4,3,3,3,2,3,4,4,3,3,4,3,1,1,2,1,1,3,3,4,3,2,3,2,3,3,2,3,3,3,2,3,2,3,2,2,4,3,2,2,4,3,3,2,4,3,4,3,3,4,3,4,5,4,5,4,4,2,3,3,3,3,2,3,3,3,4,4,1,1,1,2,2,1,0,0,1,0,1,3,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,9,30,60,3.25,2.25,2.3333333,3,2.75,2.8,2.7,2.6666667,3,3.25,3,3.4000001,2.6666667,1,1,0,1,1,3.25,2.5833333,2.75,2.25,2.75,3.25,2,3.25,3.6923077,3,3,14,2,1,3.6166666,2.925,1.8181819,2.1500001,1.2333333,3.6166666,2.1500001,1.7,2.925,2.29375,2.6500001,1.6,2.2,1.55,1,1.15,3.5,3.3499999,4,1.9,2.7,1.85,2.1500001,1.25,3.0999999,3.55,2.3,2.8499999,2.3694444,3.6500001,1.525,3,2.9749999,1.55,1.05,1.675,1.025,3.20833333333333,2,.89999998,0,.27500001,.27500001,.2,0,0,.15000001,.92500001,.025,.64999998,0,.60000002,0,0,0,0,0,0,.40000001,0,.375,0,0,0,.625,1,2.25,1.5,2.75,1.25,3,1,2.75,2.3333333,1.1666666,2.3333333,1.3333334,1.5,3,1,2.6666667,1.3333334,2.3333333,1.8333334,,,,,8.09523809523809,1.38095238095238,3.95238095238095,1.61904761904762,1.14285714285714,,,,,,,,,,,.185185185185185,0,.25,0,.666666666666667,26,26,26,31,26,0,30/05/18,22/08/18
Chile,00152-0016,00152-0016-0001,152,16,1,540,300,360,90,2,1,1,1,1,4,4,2,3,3,4,4,4,4,4,1,4,3,4,4,2,4,3,1,4,3,2,2,3,2,3,2,2,2,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,2,4,4,4,4,3,4,4,4,4,2,2,4,2,2,4,2,2,2,4,2,4,4,1,1,1,1,1,1,1,3,4,3,4,2,2,2,1,2,2,1,1,1,2,2,1,1,1,4,1,1,3,3,3,6,6,1,1,3,6,2,2,4,2,2,2,2,3,4,4,1,1,6,1,4,4,4,4,3,2,1,3,9999,3,4,1,1,4,1,4,2,4,4,2.6666667,1,540,300,360,90,4,3.25,3.75,3,3.75,2.8,2.5999999,2.6666667,2.5,4,3.75,3.75,3.5999999,3.875,3.75,4,2.5,3.5,2,3.75,1.5,1,1,1,3,2,3,1.5714285,3.5555556,6,3,1.6666666,2.3333333,2,3,2,3.25,2.25,3.5,1,3,,3.7,4,3.5,3.6666667,1,26,4,5,1,1,1,1,60,60,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,3,4,1,1,1,4,4,4,4,1,2,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,1,1,1,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,1,4,5,5,5,5,5,5,5,1,5,3,5,5,5,3,1,3,3,4,3,4,2,2,4,3,1,2,2,2,0,0,0,0,0,1,3,0,1,0,0,5,0,0,0,0,0,0,1,1,1,1,1,60,60,4,4,3,4,4,3.8,3.7,4,4,4,3.5,4,4,1,1,1,1,4,3.75,3.8333333,3.75,3.75,4,4,1,1,4.5384617,3,1,17,0,.75,3.75,2.925,2.0863636,2.6166666,1.6666666,3.75,2.3,1.6,2.925,2.503125,2.5,2.05,3.3,1.9,1.1,2,4,3.25,4,2.2,2.05,2.6500001,1.9,1.3,3.5999999,3.5,2.3499999,3.2,2.6027777,3.9166667,1.7944444,3,2.9222221,1,1.2,1.9083333,1,3.25,2,1,0,.30555555,.15000001,.35277778,.41666666,.33333334,0,.94444442,.19444445,.25,0,.25,0,0,0,0,0,0,.75,0,.055555556,0,0,0,.94444442,1,1,1.75,2.25,1,2.75,1.5,2.5,3,1,1,1,1,3,1,2,1,1,2,,,,,7.86666666666667,1.53333333333333,4.06666666666667,1.46666666666667,.8,,,,,,,,,,,.555555555555556,.5,.75,.5,0,20,20,20,22,20,0,28/05/18,10/09/18
