"S_ID","SAF_SELFCON","SQA06A","SQA06B","SQA06C","SQA06D","SQA06E","SQA06F","SBF_SELFCON","SQB01A","SQB01B","SQB01C","SQB01D","SQB01E","SQB01F","SAF_PINT","SQA14A","SQA14B","SQA14C","SBF_PINT","SQB03A","SQB03B","SQB03C","SAF_GENSELFEFF","SQA15A","SQA15B","SQA15C","SQA15D","SQA15E","SBF_GENSELFEFF","SQB02A","SQB02B","SQB02C","SQB02D","SQB02E","SAF_EFFICACY_MATCHED","SQA16F2","SQA16G2","SQA16H2","SQA16I2","SQA16J2","SBF_EFFICACY_MATCHED","SQB07CA","SQB07CB","SQB07CC","SQB07CD","SQB07CE"
"00152-0022-0001-0004",0.502573429703586,3,3,3,3,4,3,0.58074821231768,3,3,4,3,2,3,0.455278770930951,3,3,4,1.2867011071775,4,4,3,0.222744775783225,3,4,2,3,3,1.06205021835861,3,NA,3,4,4,0.317080326613267,3,3,3,3,3,NA,NA,NA,NA,NA,NA
"00152-0022-0001-0005",0.0723549271025525,2,3,4,3,1,3,-1.18837485474799,1,3,2,2,1,1,0.890900156304986,3,4,4,-0.881182252899977,2,1,3,0.769178154432539,3,3,4,3,4,-0.315720559634382,1,3,1,2,4,0.170324398743615,3,3,3,3,2,-0.988079727854131,NA,1,2,1,NA
"00152-0022-0001-0006",-0.979534494465756,1,2,2,2,2,2,-2.08172567444038,1,1,1,1,1,1,-1.8348982053446,1,1,1,-1.6026139971396,1,1,1,0.272416208867303,3,3,3,3,3,-1.69756034126817,1,1,1,1,1,-0.380625596367436,2,2,2,2,2,NA,NA,NA,NA,NA,NA
"00152-0022-0001-0007",-0.210917825168395,4,2,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,1.33147011590942,4,4,4,NA,NA,NA,NA,-0.114927899099914,3,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00152-0022-0001-0008",-0.662890137968771,2,1,3,3,2,1,0.495913076204877,3,3,3,3,3,3,-0.795626581726312,3,2,1,-0.156778579949398,3,2,3,0.118703429708871,3,1,4,3,3,0.580775960898881,3,3,3,3,3,0.272381766769807,3,4,2,3,3,0.205761128204731,3,3,3,3,3
"00152-0022-0001-0011",0.154667951486971,3,2,3,3,3,3,-0.366265465785397,3,3,2,2,2,2,-0.553645581246117,3,2,2,-0.624960511436945,2,2,2,-0.970033581150836,2,2,2,2,1,-0.496325101745625,2,2,2,2,2,-0.380625596367436,2,2,2,2,2,-0.380898601404459,2,2,3,2,2
"00152-0022-0001-0013",-0.235881136855625,2,3,2,3,2,3,1.88016172456212,4,4,4,4,4,4,-0.439421217306059,2,3,2,1.02225539845483,4,3,4,-0.387091994236502,2,3,2,3,2,1.01057541590753,3,4,3,4,3,-0.693288648272747,2,1,2,1,2,0.739153682713584,4,3,4,3,4
"00152-0022-0001-0014",-0.518760907326286,2,3,2,2,3,2,0.0685255960556653,3,2,3,2,3,3,0.199253504854407,3,3,3,0.407754629074501,3,3,3,-0.754875266066217,2,2,2,2,2,-0.215621801226407,2,2,3,2,2,-0.380625596367436,2,2,2,2,2,0.183287070664023,2,3,3,2,4
"00152-0022-0001-0015",-0.215225737409112,2,2,2,3,3,3,-0.156966126756914,3,2,2,2,3,3,-0.614946831664991,2,2,3,0.407754629074501,3,3,3,0.272416208867303,3,3,3,3,3,-0.496325101745625,2,2,2,2,2,0.317080326613267,3,3,3,3,3,0.205761128204731,3,3,3,3,3
"00152-0022-0001-0016",-0.45474686682636,2,2,2,2,3,3,-0.184533471988978,3,3,2,2,2,3,-0.553645581246117,3,2,2,0.407754629074501,3,3,3,-0.754875266066217,2,2,2,2,2,-0.308227121587011,2,2,2,3,2,-0.692220130452196,1,2,1,2,2,0.386916448943959,3,3,3,3,4
"00152-0022-0001-0017",-0.151013334785526,3,3,3,2,3,2,-0.551564620656734,2,2,2,2,3,2,1.33147011590942,4,4,4,0.407754629074501,3,3,3,0.272416208867303,3,3,3,3,3,-0.496325101745625,2,2,2,2,2,0.317080326613267,3,3,3,3,3,-1.52759909668946,1,1,1,1,1
"00152-0022-0001-0018",0.316895221729886,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,-0.0774978699633682,3,3,2,NA,NA,NA,NA,0.272416208867303,3,3,3,3,3,NA,NA,NA,NA,NA,NA,-0.541184422238783,2,2,2,2,1,NA,NA,NA,NA,NA,NA
"00152-0022-0001-0019",-1.85414346470772,1,2,1,1,1,1,-2.08172567444038,1,1,1,1,1,1,-0.848178210081668,2,2,2,-0.624960511436945,2,2,2,-0.970033581150836,2,2,2,2,1,-1.69756034126817,1,1,1,1,1,-0.380625596367436,2,2,2,2,2,-1.52759909668946,1,1,1,1,1
"00152-0022-0001-0021",-0.673340148092401,3,2,2,2,2,2,0.639491012095351,4,3,3,2,4,3,0.199253504854407,3,3,3,0.407754629074501,3,3,3,-0.754875266066217,2,2,2,2,2,0.17685668477566,2,3,3,2,3,-0.380625596367436,2,2,2,2,2,0.111289730417658,3,3,3,2,3
"00152-0022-0001-0022",1.6159765663441,4,4,4,4,4,4,-0.42584394192425,4,2,3,1,NA,1,-0.503193287768735,4,1,3,-1.6026139971396,1,1,1,0.208156034137657,3,2,3,4,3,0.522024028110497,1,2,4,NA,4,0.191910722191998,4,2,3,1,4,-1.52759909668946,1,1,1,1,1
"00152-0022-0001-0023",-0.825118449181821,2,2,2,2,2,2,-0.584703868512162,2,3,2,2,2,2,-1.2534178441915,3,1,1,-0.351134532694353,3,2,2,-1.3395059179249,3,1,1,1,1,-1.18621080222811,2,1,1,2,1,-0.478985288937786,1,2,2,2,2,-0.584113724471133,2,2,2,2,2
"00152-0022-0001-0024",-0.683752141261979,2,3,2,2,2,2,-0.738198857530861,2,2,2,2,2,2,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,-0.397360251598091,2,2,2,3,3,-0.496325101745625,2,2,2,2,2,-0.273509847547888,2,2,2,3,2,-0.478460001401862,3,2,2,2,2
"00152-0022-0001-0025",-1.532370859826,2,3,1,1,1,1,-2.08172567444038,1,1,1,1,1,1,-1.8348982053446,1,1,1,-0.351134532694353,3,2,2,-0.362526046416232,1,4,3,1,2,-0.496325101745625,2,2,2,2,2,-1.31630817300646,1,1,1,1,1,-0.557625893525689,2,NA,2,2,2
"00152-0022-0001-0026",0.316895221729886,3,3,3,3,3,3,0.495913076204877,3,3,3,3,3,3,0.199253504854407,3,3,3,-0.0014335159512155,2,3,3,-0.397360251598091,2,2,2,3,3,-0.100798418984435,2,3,2,3,2,-0.380625596367436,2,2,2,2,2,NA,NA,NA,NA,NA,NA
"00152-0022-0001-0027",-0.979534494465756,1,2,2,2,2,2,-0.738198857530861,2,2,2,2,2,2,0.564280481719156,4,3,3,0.407754629074501,3,3,3,-0.754875266066217,2,2,2,2,2,-0.285358134557536,3,2,2,2,2,-0.0889073471691948,3,3,3,2,1,NA,NA,NA,NA,NA,NA
"00152-0022-0001-0029",-2.05210487379039,1,1,1,1,1,1,-1.44175136849003,1,2,1,1,2,2,-1.8348982053446,1,1,1,-1.06794578685023,2,1,2,-1.91741951870438,1,1,1,1,1,-1.69756034126817,1,1,1,1,1,-1.31630817300646,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"00152-0023-0001-0001",0.0490840459219945,3,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,1.33147011590942,4,4,4,NA,NA,NA,NA,0.732210466752475,3,3,4,4,3,NA,NA,NA,NA,NA,NA,0.317080326613267,3,3,3,3,3,NA,NA,NA,NA,NA,NA
"00152-0023-0001-0002",-0.825118449181821,2,2,2,2,2,2,-0.738198857530861,2,2,2,2,2,2,-0.848178210081668,2,2,2,-0.201955540710782,2,3,2,-0.754875266066217,2,2,2,2,2,-0.496325101745625,2,2,2,2,2,-0.380625596367436,2,2,2,2,2,-0.584113724471133,2,2,2,2,2
"00152-0023-0001-0004",-0.138026469301393,2,3,2,2,4,3,-0.357413015057283,2,2,2,2,3,3,0.199253504854407,3,3,3,0.141034122678427,3,3,2,-0.220091206244916,2,1,3,4,3,-0.491044125616912,2,1,2,2,3,-0.0907744722968395,3,2,3,2,2,0.222094365745872,2,3,4,2,3
"00152-0023-0001-0006",1.39156185110939,4,3,4,4,4,4,1.88016172456212,4,4,4,4,4,4,1.33147011590942,4,4,4,1.55676885328632,4,4,4,1.511153808915,4,4,4,4,4,1.80815764288501,4,4,4,4,4,0.75903295097543,4,3,4,4,3,0.864335483151499,4,3,4,4,4
"00152-0023-0001-0008",-1.61487352140637,1,1,1,1,3,1,-1.34025416749288,3,2,1,1,1,1,-0.695614781595646,1,3,2,-0.0745115231936463,1,3,4,-1.16049850540103,1,1,3,1,1,-1.1696524912872,1,1,1,2,2,-1.31630817300646,1,1,1,1,1,-0.584113724471133,2,2,2,2,2
"00152-0023-0001-0009",-1.38778772972093,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,-1.8348982053446,1,1,1,NA,NA,NA,NA,-1.91741951870438,1,1,1,1,1,NA,NA,NA,NA,NA,NA,-1.31630817300646,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"00152-0023-0001-0015",0.316895221729886,3,3,3,3,3,3,1.23576213012609,4,3,4,4,3,3,0.199253504854407,3,3,3,0.407754629074501,3,3,3,-0.191614941969045,2,3,2,3,3,0.580775960898881,3,3,3,3,3,0.317080326613267,3,3,3,3,3,0.205761128204731,3,3,3,3,3
"00152-0023-0001-0017",0.747848929613303,3,3,4,3,4,3,1.34503499757674,4,3,4,3,4,4,1.33147011590942,4,4,4,1.55676885328632,4,4,4,1.511153808915,4,4,4,4,4,1.80815764288501,4,4,4,4,4,1.23649259180142,4,4,4,4,4,1.22882602627942,4,4,4,4,4
"00152-0023-0001-0018",-0.232242433960227,2,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,-0.0774978699633682,3,3,2,NA,NA,NA,NA,0.499374279158792,3,3,3,3,4,NA,NA,NA,NA,NA,NA,0.123705083570354,2,3,3,2,3,NA,NA,NA,NA,NA,NA
"00152-0023-0001-0019",-0.825118449181821,2,2,2,2,2,2,0.213740187530798,3,3,3,2,3,3,-0.652423847353105,2,3,1,0.407754629074501,3,3,3,-0.228956239237553,2,1,2,4,4,0.580775960898881,3,3,3,3,3,0.0144675347330109,3,2,3,3,2,0.205761128204731,3,3,3,3,3
"00152-0023-0001-0020",-0.00522301628709398,3,3,2,2,4,3,-0.60872598754346,2,2,2,3,1,2,0.688657674540425,3,4,3,0.141034122678427,3,3,2,0.467734711206519,2,3,3,4,4,-0.0454412384152831,2,1,2,3,4,1.23649259180142,4,4,4,4,4,-0.438388830427035,1,2,2,3,3
"00152-0023-0001-0021",NA,NA,NA,NA,NA,NA,NA,0.73038678204609,3,3,3,3,3,4,NA,NA,NA,NA,1.55676885328632,4,4,4,NA,NA,NA,NA,NA,NA,1.80815764288501,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1.22882602627942,4,4,4,4,4
"00152-0023-0001-0022",-0.657415468964153,2,2,2,2,3,2,-0.337257155487161,3,2,2,2,3,2,-0.848178210081668,2,2,2,-0.624960511436945,2,2,2,-0.754875266066217,2,2,2,2,2,-0.496325101745625,2,2,2,2,2,-0.380625596367436,2,2,2,2,2,-0.584113724471133,2,2,2,2,2
"00152-0023-0001-0023",-0.3749040896099,3,3,2,2,3,2,-0.156966126756914,3,2,2,2,3,3,-0.0774978699633682,3,3,2,0.407754629074501,3,3,3,-0.191614941969045,2,3,2,3,3,-0.308227121587011,2,2,2,3,2,0.748570617810248,4,4,3,3,4,0.205761128204731,3,3,3,3,3
"00152-0023-0001-0024",-1.19198990964014,1,2,2,2,2,1,-0.570168571657954,2,1,2,3,2,2,-1.08442010223144,2,2,1,-0.559569687606774,3,2,1,-0.387091994236502,2,3,2,3,2,0.36206675026373,2,3,3,4,2,0.503935721488503,2,3,3,4,4,-0.0740131321655591,4,2,3,3,2
"00152-0023-0001-0025",0.337106863407363,3,2,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,0.564280481719156,4,3,3,NA,NA,NA,NA,0.447820011995915,3,3,3,4,3,NA,NA,NA,NA,NA,NA,0.41429782862867,4,3,3,3,3,NA,NA,NA,NA,NA,NA
"00152-0023-0001-0027",NA,NA,NA,NA,NA,NA,NA,-0.973564538343131,1,2,2,2,2,2,NA,NA,NA,NA,-0.156778579949398,3,2,3,NA,NA,NA,NA,NA,NA,-0.496325101745625,2,2,2,2,2,NA,NA,NA,NA,NA,NA,-0.419858624885575,2,2,2,2,3
"00152-0023-0001-0028",-0.683752141261979,2,3,2,2,2,2,-0.738198857530861,2,2,2,2,2,2,0.199253504854407,3,3,3,0.141034122678427,3,3,2,-0.397360251598091,2,2,2,3,3,-0.215621801226407,2,2,3,2,2,0.16136179593141,3,2,3,3,3,-0.584113724471133,2,2,2,2,2
"00152-0023-0001-0030",-1.09622900570237,2,2,2,1,2,2,-0.738198857530861,2,2,2,2,2,2,-0.0774978699633682,3,3,2,-0.201955540710782,2,3,2,-1.91741951870438,1,1,1,1,1,-0.974762517327424,2,1,1,2,2,-0.380625596367436,2,2,2,2,2,-0.478460001401862,3,2,2,2,2
"00152-0023-0001-0031",1.39156185110939,4,3,4,4,4,4,1.88016172456212,4,4,4,4,4,4,1.33147011590942,4,4,4,1.55676885328632,4,4,4,1.511153808915,4,4,4,4,4,1.80815764288501,4,4,4,4,4,0.703096642353354,4,3,3,4,4,1.22882602627942,4,4,4,4,4
"00152-0023-0001-0033",-0.825118449181821,2,2,2,2,2,2,0.0963221381121048,3,3,3,3,2,2,-1.08442010223144,2,2,1,0.141034122678427,3,3,2,-0.754875266066217,2,2,2,2,2,0.580775960898881,3,3,3,3,3,-0.184059188690169,3,2,2,3,2,-0.383664102746415,NA,2,2,NA,3
"00152-0023-0001-0034",-0.536448139289864,2,2,2,3,2,2,0.495913076204877,3,3,3,3,3,3,-0.0774978699633682,3,3,2,-0.624960511436945,2,2,2,-0.397360251598091,2,2,2,3,3,-0.496325101745625,2,2,2,2,2,-0.14219478271099,3,2,2,2,3,0.205761128204731,3,3,3,3,3
"00152-0023-0001-0035",NA,NA,NA,NA,NA,NA,NA,-0.845710624424448,2,2,1,2,3,2,NA,NA,NA,NA,0.407754629074501,3,3,3,NA,NA,NA,NA,NA,NA,0.652048695277227,3,3,4,3,2,NA,NA,NA,NA,NA,NA,-0.584113724471133,2,2,2,2,2
"00152-0023-0001-0037",-0.985261918815804,3,2,1,1,2,3,0.495913076204877,3,3,3,3,3,3,0.530502912347451,4,4,1,-1.6026139971396,1,1,1,-0.387091994236502,2,3,2,3,2,0.580775960898881,3,3,3,3,3,-0.184059188690169,3,2,2,3,2,-0.136557920663986,3,2,2,2,4
"00152-0023-0001-0039",-0.683752141261979,2,3,2,2,2,2,-0.551564620656734,2,2,2,2,3,2,1.33147011590942,4,4,4,-0.624960511436945,2,2,2,1.15933670965097,4,3,4,4,4,-1.38952198839208,2,1,1,1,1,0.5735221000842,4,3,3,3,4,0.205761128204731,3,3,3,3,3
"00152-0024-0001-0001",-0.683752141261979,2,3,2,2,2,2,-0.738198857530861,2,2,2,2,2,2,-0.553645581246117,3,2,2,-0.0014335159512155,2,3,3,-1.59436930952399,2,1,1,1,1,0.149280604086306,3,3,3,2,2,-0.478985288937786,1,2,2,2,2,-0.529445099508638,2,2,NA,2,2
"00152-0024-0001-0003",-0.320929264082401,2,3,2,2,3,3,-2.08172567444038,1,1,1,1,1,1,0.688657674540425,3,4,3,-0.892351328229997,1,2,2,-0.337234830813686,1,1,3,3,4,-1.08749906606322,1,2,2,1,1,-0.862748299761129,1,2,1,2,1,-0.691562857867211,2,2,2,1,2
"00152-0024-0001-0004",-2.05210487379039,1,1,1,1,1,1,-2.08172567444038,1,1,1,1,1,1,-1.50834852898287,2,1,1,-1.6026139971396,1,1,1,NA,NA,NA,NA,NA,NA,-1.69756034126817,1,1,1,1,1,NA,NA,NA,NA,NA,NA,-1.52759909668946,1,1,1,1,1
"00152-0024-0001-0005",1.39156185110939,4,3,4,4,4,4,-0.936522837820032,2,2,2,2,1,2,0.688657674540425,3,4,3,0.678706700455138,3,3,4,1.511153808915,4,4,4,4,4,0.107214196647547,2,3,2,3,3,1.23649259180142,4,4,4,4,4,-0.584113724471133,2,2,2,2,2
"00152-0024-0001-0006",0.225605654845206,3,3,3,2,4,3,-2.08172567444038,1,1,1,1,1,1,-0.365004241896417,3,3,1,0.625044373816631,2,4,3,0.0737042900884769,2,3,3,3,3,-1.1696524912872,1,1,1,2,2,0.308336855235263,4,3,3,2,3,-0.593891280000359,1,2,3,1,2
"00152-0024-0001-0007",-1.21895006111625,1,2,1,2,2,2,-0.738198857530861,2,2,2,2,2,2,-0.848178210081668,2,2,2,-0.624960511436945,2,2,2,-0.754875266066217,2,2,2,2,2,-1.11309440589596,1,1,2,2,1,-0.380625596367436,2,2,2,2,2,-0.584113724471133,2,2,2,2,2
"00152-0024-0001-0008",-0.3749040896099,3,3,2,2,3,2,-0.551564620656734,2,2,2,2,3,2,0.688657674540425,3,4,3,-0.396156698816674,2,3,1,0.722317469442825,3,4,3,3,4,0.532159021438374,2,3,2,4,4,-0.677337621247397,3,1,1,2,2,-0.0750416018934335,2,3,3,3,2
"00152-0024-0001-0009",0.612869440948148,3,3,3,4,3,3,-0.738198857530861,2,2,2,2,2,2,-0.0774978699633682,3,3,2,-0.201955540710782,2,3,2,0.669944482065575,3,3,3,4,4,-0.0386812018499427,2,2,3,3,2,-0.196339084614827,4,2,2,2,2,-0.584113724471133,2,2,2,2,2
"00152-0024-0001-0012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00152-0024-0001-0013",-0.825118449181821,2,2,2,2,2,2,-2.08172567444038,1,1,1,1,1,1,0.199253504854407,3,3,3,-0.624960511436945,2,2,2,0.0447800500879307,3,2,3,3,3,-1.69756034126817,1,1,1,1,1,-0.380625596367436,2,2,2,2,2,-0.691562857867211,2,2,2,1,2
"00152-0024-0001-0014",0.153234153355436,2,3,3,3,3,3,-1.17956862312399,1,2,1,3,1,1,-0.181165409202178,4,2,2,1.2867011071775,4,4,3,0.0222365234900787,2,2,3,4,3,0.155701139354784,2,3,3,3,2,-0.20991120876129,3,2,3,1,2,0.315083939224306,2,3,4,3,3
"00152-0024-0001-0015",0.178941724348978,NA,NA,3,NA,NA,NA,1.2209413163271,4,NA,NA,NA,NA,NA,-0.847384473509819,2,NA,NA,0.246580224018711,NA,3,NA,NA,NA,NA,NA,NA,NA,0.540072865870381,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.136026663996182,4,2,3,NA,2
"00152-0024-0001-0016",-0.825118449181821,2,2,2,2,2,2,-1.84515448566846,1,2,1,1,1,1,-0.848178210081668,2,2,2,-0.201955540710782,2,3,2,-0.601046338335395,2,2,2,3,2,-0.792070680681112,1,2,1,3,2,-1.31630817300646,1,1,1,1,1,-1.52759909668946,1,1,1,1,1
"00152-0024-0001-0017",-1.85414346470772,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.688657674540425,3,4,3,NA,NA,NA,NA,0.0737042900884769,2,3,3,3,3,NA,NA,NA,NA,NA,NA,-0.380625596367436,2,2,2,2,2,NA,NA,NA,NA,NA,NA
"00152-0024-0001-0018",-0.3749040896099,3,3,2,2,3,2,-0.738198857530861,2,2,2,2,2,2,-0.0774978699633682,3,3,2,-0.624960511436945,2,2,2,0.447820011995915,3,3,3,4,3,-0.982852652850423,2,2,1,2,1,0.0659304769340996,3,3,3,2,2,-0.584113724471133,2,2,2,2,2
"00152-0024-0001-0019",-0.673340148092401,3,2,2,2,2,2,-0.898199972387785,2,1,2,2,2,2,-0.439421217306059,2,3,2,-0.201955540710782,2,3,2,0.272416208867303,3,3,3,3,3,-0.482829948277406,1,3,2,2,2,-0.380625596367436,2,2,2,2,2,-0.470365906645977,1,1,3,3,3
"00152-0024-0001-0021",1.17530854091012,3,4,4,4,3,4,0.705873455985635,3,3,3,3,4,3,1.01459026274053,4,4,3,1.2867011071775,4,4,3,0.518079245460554,3,4,3,3,3,1.27734714110361,3,4,4,4,3,0.693675283159633,3,4,4,3,3,0.791884936300271,4,4,4,3,3
"00152-0024-0001-0022",-0.825118449181821,2,2,2,2,2,2,-2.08172567444038,1,1,1,1,1,1,0.199253504854407,3,3,3,-1.27211400585285,2,1,1,-1.03450654390234,2,1,2,3,1,-1.11309440589596,1,1,2,2,1,-1.31630817300646,1,1,1,1,1,0.607675723951708,2,3,4,4,4
"00152-0024-0001-0024",0.153234153355436,2,3,3,3,3,3,0.705873455985635,3,3,3,3,4,3,-0.0774978699633682,3,3,2,1.2867011071775,4,4,3,0.0222365234900787,2,2,3,4,3,0.27949530886159,3,3,2,4,2,-0.380625596367436,2,2,2,2,2,0.00222441214626603,2,3,3,2,3
"00152-0024-0001-0025",0.130201044544325,3,3,3,3,2,3,0.146464483246393,1,1,4,4,3,2,-0.0774978699633682,3,3,2,-0.156778579949398,3,2,3,-0.0561161980951051,3,2,2,4,3,0.420379884561468,2,3,3,2,4,-0.380625596367436,2,2,2,2,2,-0.584113724471133,2,2,2,2,2
"00152-0024-0001-0026",-0.825118449181821,2,2,2,2,2,2,-0.584703868512162,2,3,2,2,2,2,0.199253504854407,3,3,3,0.79388815144711,3,4,2,-0.754875266066217,2,2,2,2,2,-0.496325101745625,2,2,2,2,2,0.0659304769340996,3,3,3,2,2,0.205761128204731,3,3,3,3,3
"00152-0024-0001-0027",-0.825118449181821,2,2,2,2,2,2,-0.738198857530861,2,2,2,2,2,2,0.199253504854407,3,3,3,-0.201955540710782,2,3,2,-0.952822075170694,1,2,2,2,2,-1.41106854101579,1,1,1,2,1,-1.15094335257707,2,1,1,1,1,-0.584113724471133,2,2,2,2,2
"00152-0024-0001-0028",1.6159765663441,4,4,4,4,4,4,1.88016172456212,4,4,4,4,4,4,1.11080613772917,4,4,NA,1.55676885328632,4,4,4,1.511153808915,4,4,4,4,4,0.580775960898881,3,3,3,3,3,1.23649259180142,4,4,4,4,4,1.22882602627942,4,4,4,4,4
"00152-0024-0001-0029",0.612869440948148,3,3,3,4,3,3,0.0382929098365545,3,3,2,3,3,2,0.199253504854407,3,3,3,0.141034122678427,3,3,2,0.447820011995915,3,3,3,4,3,0.107214196647547,2,3,2,3,3,0.317080326613267,3,3,3,3,3,0.124915755284993,2,3,4,1,3
"00152-0024-0001-0030",-2.05210487379039,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,-1.8348982053446,1,1,1,NA,NA,NA,NA,-1.91741951870438,1,1,1,1,1,NA,NA,NA,NA,NA,NA,-1.31630817300646,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"00152-0024-0001-0031",-0.284762534532395,3,2,3,2,3,2,-0.341898508165023,1,2,2,3,3,3,1.01459026274053,4,4,3,0.333245996947799,4,2,4,0.572166439670844,4,3,3,NA,3,-0.15086608759515,3,3,2,3,1,NA,NA,NA,NA,NA,NA,-0.202998849508013,2,NA,3,1,3
"00152-0024-0001-0032",NA,NA,NA,NA,NA,NA,NA,-0.43039201594046,2,2,2,3,2,2,NA,NA,NA,NA,0.141034122678427,3,3,2,NA,NA,NA,NA,NA,NA,-0.0517814673879842,1,2,3,3,3,NA,NA,NA,NA,NA,NA,-0.060404001999498,3,3,3,2,2
"00152-0025-0001-0002",0.482899103582333,3,4,3,3,3,3,1.1409054152834,4,4,4,3,3,3,-0.0774978699633682,3,3,2,-0.351134532694353,3,2,2,1.511153808915,4,4,4,4,4,1.39098675337578,4,3,NA,4,4,0.41429782862867,4,3,3,3,3,0.493305205546882,3,3,3,4,4
"00152-0025-0001-0004",-0.3749040896099,3,3,2,2,3,2,-0.738198857530861,2,2,2,2,2,2,-0.222714721567194,2,3,3,-1.27211400585285,2,1,1,0.0737042900884769,2,3,3,3,3,-1.69756034126817,1,1,1,1,1,0.596573017993599,3,3,3,4,4,-1.52759909668946,1,1,1,1,1
"00152-0025-0001-0005",-0.574865216234222,2,2,3,2,2,2,-0.0819158833247247,3,2,2,3,2,3,-0.848178210081668,2,2,2,-0.559569687606774,3,2,1,-0.601046338335395,2,2,2,3,2,-0.75184045978875,1,2,1,2,3,0.317080326613267,3,3,3,3,3,-0.492660804939232,2,2,2,3,2
"00152-0025-0001-0006",-0.096066587930524,2,3,3,2,3,3,-0.973564538343131,1,2,2,2,2,2,-0.0774978699633682,3,3,2,-0.624960511436945,2,2,2,-0.136961676803227,2,3,3,3,2,-0.496325101745625,2,2,2,2,2,0.228401290535912,2,3,3,3,3,-0.418780794991199,3,NA,2,2,2
"00152-0025-0001-0008",-0.855857624910784,2,4,2,1,3,1,0.495913076204877,3,3,3,3,3,3,0.199253504854407,3,3,3,0.407754629074501,3,3,3,1.15933670965097,4,3,4,4,4,0.381805687058413,2,3,3,3,3,1.23649259180142,4,4,4,4,4,0.205761128204731,3,3,3,3,3
"00152-0025-0001-0009",-1.85414346470772,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1.01459026274053,4,4,3,NA,NA,NA,NA,0.272416208867303,3,3,3,3,3,NA,NA,NA,NA,NA,NA,0.123705083570354,2,3,3,2,3,NA,NA,NA,NA,NA,NA
"00152-0025-0001-0010",0.153234153355436,2,3,3,3,3,3,0.495913076204877,3,3,3,3,3,3,0.788088132591057,4,4,2,0.407754629074501,3,3,3,0.272416208867303,3,3,3,3,3,0.580775960898881,3,3,3,3,3,0.0214977029651285,4,2,2,4,2,-0.380898601404459,2,2,3,2,2
"00152-0025-0001-0012",0.316895221729886,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,-0.0774978699633682,3,3,2,NA,NA,NA,NA,-0.397360251598091,2,2,2,3,3,NA,NA,NA,NA,NA,NA,0.243340045765453,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00152-0025-0001-0013",-0.574865216234222,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,1.01459026274053,4,4,3,NA,NA,NA,NA,1.19619612677533,3,4,4,4,4,NA,NA,NA,NA,NA,NA,-1.02663435960993,3,1,1,1,1,NA,NA,NA,NA,NA,NA
"00152-0025-0001-0014",-0.231625018386381,3,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,-0.0774978699633682,3,3,2,NA,NA,NA,NA,0.0447800500879307,3,2,3,3,3,NA,NA,NA,NA,NA,NA,-0.273509847547888,2,2,2,3,2,NA,NA,NA,NA,NA,NA
"00152-0025-0001-0015",-0.0519543198626283,3,2,3,3,3,2,0.0685255960556653,3,2,3,2,3,3,0.564280481719156,4,3,3,0.407754629074501,3,3,3,-0.601046338335395,2,2,2,3,2,0.107214196647547,2,3,2,3,3,-0.332524334306253,4,1,1,3,3,0.401321541099702,4,2,4,4,3
"00152-0025-0001-0016",0.38838576883803,3,2,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,-0.0774978699633682,3,3,2,NA,NA,NA,NA,-0.601046338335395,2,2,2,3,2,NA,NA,NA,NA,NA,NA,-0.449112473212727,3,2,2,2,1,NA,NA,NA,NA,NA,NA
"00152-0025-0001-0018",-0.181494342991891,3,3,2,2,3,3,-0.0363348552440594,3,2,3,3,2,2,0.337277542859554,4,3,2,-0.351134532694353,3,2,2,-0.191614941969045,2,3,2,3,3,-0.496325101745625,2,2,2,2,2,-0.17962435407506,2,2,3,2,2,-0.060404001999498,3,3,3,2,2
